Unnamed: 0,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
6629,IndiGo,18/04/2024,Banglore,Delhi,BLR → DEL,22:10,01:00 19 Apr,2h 50m,non-stop,No Info,3902.35
6630,Air India,12/05/2024,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No Info,4148.0
6631,Jet Airways,27/04/2024,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No Info,6144.65
6632,Jet Airways,9/05/2024,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 10 May,8h 40m,1 stop,In-flight meal not included,10517.05
6633,Air India,27/04/2024,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No Info,5179.9
6634,Jet Airways,12/06/2024,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 13 Jun,15h 40m,1 stop,In-flight meal not included,8722.699999999999
6635,Jet Airways,9/04/2024,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No Info,13123.15
6636,IndiGo,6/05/2024,Banglore,Delhi,BLR → DEL,23:30,02:20 07 May,2h 50m,non-stop,No Info,3465.45
6637,GoAir,18/05/2024,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No Info,3937.2
6638,Jet Airways,6/06/2024,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,No Info,10788.199999999999
6639,IndiGo,24/04/2024,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No Info,2958.0
6640,Multiple carriers,18/05/2024,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 19 May,7h 40m,2 stops,No Info,16456.0
6641,Jet Airways,15/03/2024,Banglore,New Delhi,BLR → BOM → DEL,11:40,08:15 16 Mar,20h 35m,1 stop,In-flight meal not included,7763.9
6642,Multiple carriers,24/06/2024,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No Info,11548.949999999999
6643,Jet Airways,9/05/2024,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 10 May,25h 30m,1 stop,No Info,13220.9
6644,Jet Airways,09/03/2024,Banglore,New Delhi,BLR → DEL,19:55,22:35,2h 40m,non-stop,No Info,6144.65
6645,IndiGo,6/03/2024,Delhi,Cochin,DEL → HYD → COK,08:35,22:20,13h 45m,1 stop,No Info,6386.9
6646,Multiple carriers,6/06/2024,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No Info,11548.949999999999
6647,Jet Airways,9/06/2024,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,6144.65
6648,Jet Airways,1/06/2024,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 02 Jun,26h 10m,1 stop,In-flight meal not included,8722.699999999999
6649,IndiGo,3/03/2024,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No Info,12640.35
6650,Multiple carriers,27/05/2024,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,No Info,8949.65
6651,IndiGo,12/06/2024,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No Info,5475.7
6652,IndiGo,21/05/2024,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No Info,4394.5
6653,IndiGo,15/05/2024,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No Info,5475.7
6654,IndiGo,27/05/2024,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No Info,2906.15
6655,Jet Airways,06/03/2024,Banglore,New Delhi,BLR → BOM → DEL,20:35,10:25 07 Mar,13h 50m,1 stop,No Info,14671.85
6656,SpiceJet,24/06/2024,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3011.5499999999997
6657,Air Asia,12/05/2024,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No Info,2875.5499999999997
6658,Air India,24/06/2024,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 25 Jun,21h 15m,2 stops,No Info,7803.849999999999
6659,Jet Airways,12/03/2024,Banglore,New Delhi,BLR → BOM → DEL,18:55,11:25 13 Mar,16h 30m,1 stop,In-flight meal not included,9423.949999999999
6660,Jet Airways,18/04/2024,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No Info,6144.65
6661,Multiple carriers,9/03/2024,Delhi,Cochin,DEL → BOM → COK,04:45,19:15,14h 30m,1 stop,No Info,9561.65
6662,Jet Airways,06/03/2024,Banglore,New Delhi,BLR → BOM → DEL,07:00,23:00,16h,1 stop,No Info,14225.6
6663,Jet Airways,24/06/2024,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 25 Jun,10h 55m,1 stop,In-flight meal not included,8722.699999999999
6664,Jet Airways,1/06/2024,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,8722.699999999999
6665,Jet Airways,15/05/2024,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No Info,4826.3
6666,Multiple carriers,21/03/2024,Delhi,Cochin,DEL → BOM → COK,09:00,15:30,6h 30m,1 stop,No Info,7060.95
6667,Air India,18/05/2024,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 19 May,16h 5m,1 stop,No Info,6536.5
6668,Jet Airways,18/05/2024,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 19 May,23h 10m,2 stops,No Info,14198.4
6669,Air India,9/03/2024,Delhi,Cochin,DEL → BOM → COK,04:00,07:40 10 Mar,27h 40m,1 stop,No Info,8767.75
6670,Jet Airways,27/05/2024,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 28 May,26h 55m,2 stops,No Info,12859.65
6671,Air India,24/03/2024,Kolkata,Banglore,CCU → DEL → BLR,07:00,08:55 25 Mar,25h 55m,1 stop,No Info,10347.05
6672,Air India,3/04/2024,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 04 Apr,16h 5m,1 stop,No Info,3592.95
6673,IndiGo,12/06/2024,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No Info,3351.5499999999997
6674,Jet Airways,1/06/2024,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,6144.65
6675,Vistara,15/05/2024,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1 stop,No Info,7318.5
6676,IndiGo,09/03/2024,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No Info,6207.55
6677,Jet Airways,18/03/2024,Banglore,New Delhi,BLR → BOM → DEL,18:40,07:40 16 Mar,13h,1 stop,In-flight meal not included,9326.199999999999
6678,Multiple carriers,18/05/2024,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No Info,6519.5
6679,Air India,15/05/2024,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No Info,7116.2
6680,IndiGo,1/06/2024,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 02 Jun,10h 30m,1 stop,No Info,5633.8
6681,Jet Airways,9/06/2024,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 10 Jun,23h 35m,1 stop,In-flight meal not included,8722.699999999999
6682,Jet Airways,24/05/2024,Kolkata,Banglore,CCU → BOM → BLR,16:30,09:20 25 May,16h 50m,1 stop,No Info,12051.3
6683,Jet Airways,27/03/2024,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,18:50,13h 40m,2 stops,In-flight meal not included,7240.3
6684,Jet Airways,24/06/2024,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 25 Jun,22h,2 stops,No Info,11369.6
6685,Vistara,12/06/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 13 Jun,17h 45m,1 stop,No Info,7184.2
6686,Jet Airways,24/06/2024,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No Info,15615.35
6687,SpiceJet,3/04/2024,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1670.25
6688,Jet Airways,1/06/2024,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 02 Jun,17h 5m,2 stops,In-flight meal not included,8812.8
6689,Jet Airways,6/05/2024,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 07 May,21h 35m,1 stop,No Info,9746.949999999999
6690,Jet Airways,9/05/2024,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 10 May,12h 10m,1 stop,No Info,12563.85
6691,Air India,6/03/2024,Mumbai,Hyderabad,BOM → BLR → HYD,20:15,09:15 07 Mar,13h,1 stop,No Info,8104.75
6692,Air India,3/04/2024,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No Info,1742.5
6693,Jet Airways,12/06/2024,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 13 Jun,8h 55m,2 stops,In-flight meal not included,8812.8
6694,Jet Airways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,08:25,22:35,14h 10m,1 stop,In-flight meal not included,8526.35
6695,SpiceJet,21/04/2024,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No Info,3817.35
6696,Jet Airways,15/05/2024,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No Info,6144.65
6697,SpiceJet,03/03/2024,Banglore,New Delhi,BLR → PNQ → DEL,10:20,18:15,7h 55m,1 stop,No Info,9690.85
6698,IndiGo,27/06/2024,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No Info,3057.45
6699,Vistara,12/06/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:05 13 Jun,16h 5m,1 stop,No Info,6737.95
6700,SpiceJet,1/05/2024,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No Info,3547.9
6701,Air India,1/05/2024,Kolkata,Banglore,CCU → DEL → BLR,07:00,16:15,9h 15m,1 stop,No Info,8672.55
6702,Vistara,9/05/2024,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1 stop,No Info,7318.5
6703,Jet Airways,12/06/2024,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4903.65
6704,IndiGo,1/05/2024,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No Info,4797.4
6705,Jet Airways,3/06/2024,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,4903.65
6706,Jet Airways,15/05/2024,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No Info,6144.65
6707,IndiGo,9/06/2024,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No Info,3592.1
6708,IndiGo,09/03/2024,Banglore,New Delhi,BLR → HYD → DEL,12:05,17:05,5h,1 stop,No Info,3899.7999999999997
6709,Jet Airways,21/05/2024,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4245.75
6710,Jet Airways,1/04/2024,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 02 Apr,19h 5m,1 stop,In-flight meal not included,4595.099999999999
6711,SpiceJet,24/06/2024,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No Info,3292.0499999999997
6712,Jet Airways,6/03/2024,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7h 20m,1 stop,No Info,14470.4
6713,SpiceJet,9/06/2024,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,4384.3
6714,Jet Airways,1/05/2024,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No Info,6834.0
6715,Jet Airways,18/05/2024,Kolkata,Banglore,CCU → BOM → BLR,05:45,16:20,10h 35m,1 stop,In-flight meal not included,9217.4
6716,Air India,12/05/2024,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No Info,3966.95
6717,Jet Airways,3/04/2024,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No Info,4826.3
6718,Air India,12/05/2024,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No Info,10636.05
6719,Jet Airways,27/06/2024,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No Info,6813.599999999999
6720,SpiceJet,1/06/2024,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3011.5499999999997
6721,Jet Airways,21/03/2024,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 22 Mar,10h 55m,1 stop,In-flight meal not included,5068.55
6722,Jet Airways,18/05/2024,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No Info,12563.85
6723,Jet Airways,18/05/2024,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 19 May,27h 35m,1 stop,In-flight meal not included,10517.05
6724,Jet Airways,1/06/2024,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2728.5
6725,Jet Airways,15/03/2024,Banglore,New Delhi,BLR → BOM → DEL,05:45,18:25,12h 40m,1 stop,In-flight meal not included,7763.9
6726,Jet Airways,6/06/2024,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 07 Jun,13h 50m,2 stops,In-flight meal not included,9281.15
6727,IndiGo,1/05/2024,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No Info,3888.75
6728,IndiGo,15/06/2024,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No Info,4760.849999999999
6729,Jet Airways,18/05/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,No Info,12028.35
6730,Air India,6/05/2024,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,07:55 07 May,19h 55m,2 stops,No Info,8628.35
6731,Vistara,18/04/2024,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No Info,4592.55
6732,IndiGo,27/05/2024,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No Info,5224.95
6733,IndiGo,27/06/2024,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No Info,4083.4
6734,Multiple carriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,08:55,19:15,10h 20m,1 stop,No Info,7115.349999999999
6735,Jet Airways,9/06/2024,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 10 Jun,8h 55m,2 stops,No Info,11061.9
6736,Air Asia,24/05/2024,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No Info,2875.5499999999997
6737,SpiceJet,6/03/2024,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No Info,6203.3
6738,Jet Airways,3/04/2024,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,3862.4
6739,Multiple carriers,6/03/2024,Delhi,Cochin,DEL → BOM → COK,08:55,15:30,6h 35m,1 stop,No Info,12874.949999999999
6740,Multiple carriers,9/03/2024,Delhi,Cochin,DEL → BOM → COK,04:45,19:45,15h,1 stop,No Info,9164.699999999999
6741,IndiGo,15/05/2024,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No Info,5122.95
6742,Jet Airways,6/06/2024,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 07 Jun,13h 50m,2 stops,In-flight meal not included,9281.15
6743,Air India,27/03/2024,Delhi,Cochin,DEL → BLR → COK,06:10,08:15 28 Mar,26h 5m,1 stop,No Info,5678.849999999999
6744,IndiGo,24/06/2024,Banglore,Delhi,BLR → DEL,23:30,02:20 25 Jun,2h 50m,non-stop,No Info,3351.5499999999997
6745,Jet Airways,27/05/2024,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 28 May,14h 45m,1 stop,In-flight meal not included,10963.3
6746,IndiGo,6/06/2024,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 07 Jun,6h 55m,1 stop,No Info,5633.8
6747,Air India,3/04/2024,Delhi,Cochin,DEL → BLR → COK,20:30,23:00 04 Apr,26h 30m,1 stop,No Info,4268.7
6748,Air India,3/06/2024,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,07:40 04 Jun,24h 30m,2 stops,No Info,10793.3
6749,Air Asia,9/06/2024,Delhi,Cochin,DEL → BLR → COK,20:45,07:10 10 Jun,10h 25m,1 stop,No Info,9174.9
6750,IndiGo,9/06/2024,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No Info,5453.599999999999
6751,SpiceJet,9/03/2024,Kolkata,Banglore,CCU → BLR,22:20,00:40 10 Mar,2h 20m,non-stop,No Info,3928.7
6752,IndiGo,27/05/2024,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No Info,3351.5499999999997
6753,Air Asia,6/06/2024,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No Info,3831.7999999999997
6754,Vistara,12/06/2024,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:40,15h 30m,1 stop,No Info,7184.2
6755,Air India,12/05/2024,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55 13 May,16h 10m,2 stops,No Info,11421.449999999999
6756,Vistara,18/05/2024,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No Info,10184.699999999999
6757,Jet Airways,24/05/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 25 May,17h 5m,1 stop,In-flight meal not included,9217.4
6758,Jet Airways,9/05/2024,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 10 May,18h 45m,2 stops,No Info,12859.65
6759,Jet Airways,27/06/2024,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No Info,12506.9
6760,IndiGo,27/06/2024,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No Info,5179.05
6761,IndiGo,6/04/2024,Delhi,Cochin,DEL → BOM → COK,04:55,13:20,8h 25m,1 stop,No Info,4510.95
6762,GoAir,15/05/2024,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,5h 10m,1 stop,No Info,8659.8
6763,Jet Airways,6/06/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 07 Jun,12h 15m,1 stop,No Info,12385.35
6764,Jet Airways,27/03/2024,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 28 Mar,9h 15m,2 stops,No Info,9329.6
6765,Jet Airways,24/05/2024,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,In-flight meal not included,9217.4
6766,IndiGo,9/04/2024,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No Info,3814.7999999999997
6767,Air India,24/05/2024,Delhi,Cochin,DEL → BOM → COK,23:00,19:15 25 May,20h 15m,1 stop,No Info,7294.7
6768,Jet Airways,24/06/2024,Delhi,Cochin,DEL → BOM → COK,19:45,12:35 25 Jun,16h 50m,1 stop,In-flight meal not included,8722.699999999999
6769,Vistara,6/05/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 07 May,17h 45m,1 stop,No Info,7362.7
6770,IndiGo,24/03/2024,Banglore,New Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No Info,4060.45
6771,Jet Airways,27/03/2024,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1h 30m,non-stop,In-flight meal not included,1760.35
6772,Jet Airways,12/03/2024,Banglore,New Delhi,BLR → BOM → DEL,22:55,15:15 13 Mar,16h 20m,1 stop,In-flight meal not included,9423.949999999999
6773,Air India,18/04/2024,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No Info,4443.8
6774,Jet Airways,1/04/2024,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,No Info,11046.6
6775,Jet Airways,06/03/2024,Banglore,New Delhi,BLR → BOM → DEL,08:00,23:00,15h,1 stop,No Info,14225.6
6776,Jet Airways,1/05/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05 02 May,15h 10m,1 stop,No Info,11849.85
6777,Air India,15/03/2024,Banglore,New Delhi,BLR → GAU → DEL,13:50,22:10,8h 20m,1 stop,No Info,7791.099999999999
6778,Air India,3/03/2024,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 04 Mar,25h 35m,1 stop,No Info,10775.449999999999
6779,Air India,24/03/2024,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No Info,3744.25
6780,Jet Airways,6/05/2024,Kolkata,Banglore,CCU → DEL → BLR,09:35,23:35,14h,1 stop,No Info,10302.85
6781,Air India,6/06/2024,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No Info,5202.849999999999
6782,Jet Airways,18/05/2024,Kolkata,Banglore,CCU → BOM → BLR,08:25,09:20 19 May,24h 55m,1 stop,No Info,12229.8
6783,Jet Airways,1/04/2024,Kolkata,Banglore,CCU → DEL → BLR,20:25,10:55 02 Apr,14h 30m,1 stop,No Info,9746.949999999999
6784,Jet Airways,12/03/2024,Banglore,New Delhi,BLR → BOM → DEL,21:25,10:25 13 Mar,13h,1 stop,No Info,11744.449999999999
6785,Air India,6/05/2024,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No Info,2635.0
6786,Multiple carriers,21/05/2024,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,No Info,7026.099999999999
6787,Jet Airways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,19:45,23:25 25 Mar,27h 40m,1 stop,No Info,11695.15
6788,IndiGo,9/06/2024,Banglore,Delhi,BLR → DEL,00:25,03:15,2h 50m,non-stop,No Info,3351.5499999999997
6789,Multiple carriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,18:15,01:35 28 Mar,7h 20m,1 stop,No Info,10477.949999999999
6790,IndiGo,12/06/2024,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No Info,3441.65
6791,SpiceJet,1/06/2024,Banglore,Delhi,BLR → DEL,21:10,00:05 02 Jun,2h 55m,non-stop,No check-in baggage included,3037.0499999999997
6792,Air Asia,15/05/2024,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No Info,3747.65
6793,Air India,27/03/2024,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 28 Mar,26h 20m,2 stops,No Info,5580.25
6794,IndiGo,15/04/2024,Kolkata,Banglore,CCU → BLR,21:25,00:05 16 Apr,2h 40m,non-stop,No Info,3547.9
6795,Jet Airways,24/05/2024,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,3425.5
6796,Air Asia,21/03/2024,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No Info,3469.7
6797,Air India,24/05/2024,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,11:05 25 May,25h 55m,2 stops,No Info,5199.45
6798,Jet Airways,21/03/2024,Banglore,New Delhi,BLR → BDQ → DEL,05:50,12:20,6h 30m,1 stop,In-flight meal not included,5238.55
6799,Jet Airways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,16:00,04:25 28 Mar,12h 25m,1 stop,In-flight meal not included,5559.0
6800,SpiceJet,12/05/2024,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5h 15m,1 stop,No Info,3951.65
6801,Jet Airways,9/06/2024,Delhi,Cochin,DEL → BOM → COK,21:50,19:00 10 Jun,21h 10m,1 stop,In-flight meal not included,8722.699999999999
6802,Vistara,6/04/2024,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No Info,4771.05
6803,IndiGo,24/03/2024,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,non-stop,No Info,5222.4
6804,Jet Airways,12/05/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:05 13 May,29h 5m,1 stop,No Info,11106.949999999999
6805,Vistara,03/03/2024,Banglore,New Delhi,BLR → DEL,21:10,00:05 07 Mar,2h 55m,non-stop,No Info,6466.8
6806,Multiple carriers,9/06/2024,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 10 Jun,15h 30m,1 stop,No Info,6118.3
6807,Jet Airways,15/05/2024,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No Info,11849.85
6808,Jet Airways,9/06/2024,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 10 Jun,18h 45m,2 stops,In-flight meal not included,8812.8
6809,SpiceJet,27/06/2024,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3011.5499999999997
6810,IndiGo,27/03/2024,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,non-stop,No Info,3792.7
6811,Air India,24/03/2024,Kolkata,Banglore,CCU → IXR → BBI → BLR,05:50,13:40,7h 50m,2 stops,No Info,6804.25
6812,Jet Airways,1/04/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,22:35 02 Apr,27h 40m,1 stop,In-flight meal not included,6004.4
6813,Jet Airways,1/05/2024,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 02 May,24h 40m,1 stop,No Info,10302.85
6814,Air India,9/05/2024,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No Info,7580.3
6815,Air India,12/05/2024,Kolkata,Banglore,CCU → BOM → BLR,09:25,21:50,12h 25m,1 stop,No Info,7557.349999999999
6816,Air India,1/05/2024,Kolkata,Banglore,CCU → DEL → BLR,10:00,16:15,6h 15m,1 stop,No Info,8672.55
6817,Multiple carriers,15/05/2024,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No Info,6862.05
6818,IndiGo,3/03/2024,Delhi,Cochin,DEL → HYD → COK,16:10,22:20,6h 10m,1 stop,No Info,9551.449999999999
6819,Jet Airways,12/06/2024,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 13 Jun,21h 40m,2 stops,No Info,11369.6
6820,Multiple carriers,9/06/2024,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15h 20m,1 stop,No Info,5536.05
6821,Jet Airways,24/05/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 25 May,9h 45m,1 stop,No Info,11671.35
6822,Jet Airways,1/04/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50 02 Apr,23h 50m,1 stop,In-flight meal not included,6004.4
6823,Jet Airways,06/03/2024,Banglore,New Delhi,BLR → BOM → DEL,05:45,19:10,13h 25m,1 stop,No Info,14225.6
6824,Jet Airways,15/05/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,10:05 16 May,14h 5m,1 stop,In-flight meal not included,7298.099999999999
6825,Multiple carriers,15/06/2024,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,13h,1 stop,No Info,10020.65
6826,IndiGo,24/05/2024,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No Info,4440.4
6827,IndiGo,15/05/2024,Delhi,Cochin,DEL → COK,21:05,00:20 16 May,3h 15m,non-stop,No Info,5808.9
6828,IndiGo,15/06/2024,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 16 Jun,9h 30m,1 stop,No Info,5368.599999999999
